time_s,port_radius_m,port_diameter_mm,oxidizer_flux_kg_m2_s,regression_rate_mm_s,fuel_mass_flow_kg_s,oxidizer_mass_flow_kg_s,total_mass_flow_kg_s,of_ratio,temperature_k,cstar_m_per_s,isp_ideal_1atm_s,thrust_n
6.2,0.026145890322067312,52.291780644134626,116.40811744737208,1.3366191063147081,0.03952423504975918,0.25,0.28952423504975916,6.325233105340599,3356.578154059296,1615.8828931182709,229.739558475382,652.2909911769159
6.25,0.02621272127738305,52.4254425547661,115.8152947302119,1.3323947364870723,0.03950002690766535,0.25,0.28950002690766535,6.329109612618647,3356.7806320022282,1615.8156785109284,229.73052180240828,652.2107954828481
6.300000000000001,0.0262793410142074,52.5586820284148,115.22884130950094,1.328207660765064,0.039475971326001155,0.25,0.28947597132600117,6.332966399621826,3356.9820799146705,1615.748805832657,229.72153110011433,652.1310782683529
6.3500000000000005,0.026345751397245654,52.691502794491306,114.6486531351322,1.32405734070579,0.03945206648393236,0.25,0.28945206648393235,6.336803677997893,3357.1825088514206,1615.682271413704,229.71258587512014,652.0518339582435
6.4,0.026411954264280942,52.82390852856189,114.07462843241929,1.3199432486284581,0.03942831059250573,0.25,0.28942831059250573,6.340621655940752,3357.381929686874,1615.616071644204,229.70368564209699,651.9730570735092
6.45,0.026477951426712366,52.95590285342473,113.50666763988382,1.3158648673401838,0.039404701893914894,0.25,0.2894047018939149,6.344420538265929,3357.5803531189667,1615.5502029728689,229.69482992359164,651.8947422291241
6.5,0.026543744670079375,53.08748934015875,112.94467334908063,1.3118216898702755,0.03938123866078733,0.25,0.28938123866078735,6.348200526483945,3357.777789673007,1615.484661905715,229.68601824985527,651.8168841319186
6.550000000000001,0.026609335754572888,53.21867150914578,112.38855024638295,1.3078132192126855,0.03935791919549142,0.25,0.2893579191954914,6.3519618188717235,3357.974249705407,1615.4194450048267,229.67725015867703,651.7394775785096
6.6000000000000005,0.026674726415533524,53.34945283106705,111.8382050566536,1.3038389680763351,0.03933474182946314,0.25,0.28933474182946317,6.3557046105420465,3358.1697434073076,1615.3545488871514,229.66852519522214,651.6625174532896
6.65,0.02673991836393734,53.47983672787468,111.29354648873083,1.2998984586430289,0.03931170492255148,0.25,0.2893117049225515,6.3594290935111655,3358.364280808112,1615.2899702233267,229.65984291187422,651.5859987264697
